title,author,full_link,like_count,cover_pic,author_img
试驾Model Y，再开理想L6，终于明白它们差距,猫哥谈车,https://www.xiaohongshu.com/explore/67905642000000001801bba9?xsec_token=ABeP4MTOJUWOf0j5N9UT9N0mS6LJxmIXRuFey4PPTL43g=&xsec_source=pc_search,260,https://sns-webpic-qc.xhscdn.com/202503181335/3b7dbc28127e9969c19ad4fc01a28ef6/1040g2sg31cukoneq0s005pcv9baoi09i5okkgc0!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/65f6f57301e0ac9e8468b220.jpg?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
美股英伟达、特斯拉：回调探底，朋友们别急,火星探测站,https://www.xiaohongshu.com/explore/67d34f19000000001d025d5a?xsec_token=ABj2TvQnNio8j5IAtn5ToqAifSzSZLmaoNjOYWjAzp0ss=&xsec_source=pc_search,54,https://sns-webpic-qc.xhscdn.com/202503181335/904918a1e25b84474eabfa5d3ec075bb/notes_pre_post/1040g3k831evuc89s6e105pu5me33i5u1ve62j1o!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31engaha86a005pu5me33i5u14v47eig?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
错过血亏！新款Model Y怎么买划算？,汽车教主Car,https://www.xiaohongshu.com/explore/678788760000000019030449?xsec_token=ABacROdt9XD7tAIXUYpd__geB9ohOgQzyyUITa9_cYm_s=&xsec_source=pc_search,9,https://sns-webpic-qc.xhscdn.com/202503181335/1d1b8a31f8219a389fbb783e82e8d294/spectrum/1040g34o31cm1ep10h20g5pfk42r19ps4nqu6ju0!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31137qpmc6a605pfk42r19ps4qjsuqso?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
25modelY新政确定：降至21w！,Aallisaa,https://www.xiaohongshu.com/explore/67aab3d90000000029009822?xsec_token=ABLND-yNeutvahrzp_t1R9vFy8TKlvrLTh3VZ6mPqv3fQ=&xsec_source=pc_search,171,https://sns-webpic-qc.xhscdn.com/202503181335/0f3463235a512d011b802142e2fa19f5/1040g00831docmblt0e6g5pnh1sc7c9i1nd6robg!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo3185omceq0m605pnh1sc7c9i1bnho6ko?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
特斯拉IPO以来的八次大跌😱😱😱,来听风啊,https://www.xiaohongshu.com/explore/67cf875a000000002901a5bc?xsec_token=ABSnFMSxL4injzGBk8-MOk4fErQPaBLWY0J3k8jw1UdF8=&xsec_source=pc_search,114,https://sns-webpic-qc.xhscdn.com/202503181335/d0bcb74c57a59d99bd694bb3498b7948/notes_pre_post/1040g3k831esb4aga66005n9geb64j6npl4n36ko!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31e46701l0k005n9geb64j6np7pks150?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
上线！3月特斯拉焕新y开始下调！,小满的电车日记,https://www.xiaohongshu.com/explore/67d13ed10000000003028a84?xsec_token=AB2GxB1rSvoqRAKcuKe3jJYZjf9LtbcnACzF_x2IQLv2s=&xsec_source=pc_search,18,https://sns-webpic-qc.xhscdn.com/202503181335/b69cffb2bb93f26e1474355c88feacee/1040g00831eu156him65g5pg2c8l1hugb49i7dmo!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/425f9454-99bb-3337-b7f8-a377d2afccef?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
特斯拉换新3五年免息银行贷款,Flower喵喵~,https://www.xiaohongshu.com/explore/67d8eff5000000000e007012?xsec_token=ABfCxMe4NZo4oMipplLBpLww2ctDx0PBrSuJ9kU2ZhVRU=&xsec_source=pc_search,1,https://sns-webpic-qc.xhscdn.com/202503181335/7071a13b52eee42f9967821c346a2de3/1040g2sg31f5em855668046a8dbe9jn89m798lt0!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1000g2jo2qhs1vamji00046a8dbe9jn89jpi09kg?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
25modelY新政确定：降至22w！,Milk小熊,https://www.xiaohongshu.com/explore/67cd0b60000000002a00349c?xsec_token=ABYjtyj1O_jhh77R_q1VQwxCi2T915HZx40I3HipXx22s=&xsec_source=pc_search,29,https://sns-webpic-qc.xhscdn.com/202503181335/19e975328017de45747f85742f2ffb35/spectrum/1040g34o31eptp77s5o0g5ptcdf13ibdogr7jbv0!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31e2o0l7egm5g5ptcdf13ibdoccj6jf8?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
特斯拉tsla回调震荡分享,老一辈的神话,https://www.xiaohongshu.com/explore/67d2f7d3000000000603ac03?xsec_token=ABYOeL-P4OVJho0iTfqnJOCoHv26Nb7qagGaSOAiZIDK4=&xsec_source=pc_search,49,https://sns-webpic-qc.xhscdn.com/202503181335/694f7d0e652737f60de15e5c45fcd17d/1040g2sg31evmvqf36i705povk2bneb1p6pldc08!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/67c3363a31801ace59746676.jpg?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
年轻人的第一辆车-特斯拉篇,车圈小妮,https://www.xiaohongshu.com/explore/67c90076000000002a0017e6?xsec_token=AB5vfBTd_i3ghCl5_vyCXHhQ1mqZEScq_Y-jMslUaXEXM=&xsec_source=pc_search,58,https://sns-webpic-qc.xhscdn.com/202503181335/637d1cd3123b75371e54aec4ccf500ef/spectrum/1040g34o31elvh3b94u1g5ppc5ukndgm4jah85t0!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo319sr48e57a005ppc5ukndgm49r07i00?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
开了一年Model3，最大的缺点就一个,约翰法雷尔,https://www.xiaohongshu.com/explore/67d4d781000000000b01704e?xsec_token=ABpPa30sOKON9Jzs6XCT_A--ClAdrWKsaVsA-4Obwg0iU=&xsec_source=pc_search,85,https://sns-webpic-qc.xhscdn.com/202503181335/80c71b71f2f2749be7f74c4a7ee846df/1040g00831f1hhj99mi105pg09nbipiop9vhvg0o!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/645b7f4a9262aeee795c99e7.jpg?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
特斯拉用车小技巧,特特特小胖,https://www.xiaohongshu.com/explore/67bc42b80000000029010b02?xsec_token=ABae4_Qe24BxmzAHns4xVdgE7QAeC4LB3Gliihl89bKFs=&xsec_source=pc_search,933,https://sns-webpic-qc.xhscdn.com/202503181335/9ab93475760ec8c594a9858422dbd19d/1040g2sg31e9hceh2h2605psk763jjvslrcrfvu0!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31d2eap5s0e5g5psk763jjvsl2hb4mk0?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
三年油车主，开特斯拉一个月后的感觉,王小美的特斯拉日记,https://www.xiaohongshu.com/explore/67d261ef000000001203e1da?xsec_token=ABYOeL-P4OVJho0iTfqnJOCuLspOXeDx2TGLFEQzuucXQ=&xsec_source=pc_search,76,https://sns-webpic-qc.xhscdn.com/202503181335/b34785bb1018f5b266fa0ef86c35b0ba/1040g2sg31ev4mc3f666g5ot8bj8pi427tajl0j0!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31dgnppjtgm5g5ot8bj8pi427v2r5o9g?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
2～3月买特斯拉的看过来，能教一个是一个,顺水说车,https://www.xiaohongshu.com/explore/67a4d94a000000002602dbdb?xsec_token=ABdJPzu-cTT-mqI_b3rqjYmLhhqkyDMpSEGM1nG3X_PWo=&xsec_source=pc_search,378,https://sns-webpic-qc.xhscdn.com/202503181335/df83de6baf95bfe3ea99a505a5dcd222/spectrum/1040g34o31dilliv616705phebed1ov26a37l5ao!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/6630f7d06298cb18dfb38081.jpg?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
短期上涨≠反转,華爾街趙穩穩,https://www.xiaohongshu.com/explore/67d56a64000000001d027fd4?xsec_token=ABWjqipHu-glenAu_RIxY1U5zrkTuPhwh-dBmArzqiO4c=&xsec_source=pc_search,11,https://sns-webpic-qc.xhscdn.com/202503181335/47c170b4cdf89a5a7f8c36bb7702d61a/notes_pre_post/1040g3k031f23an16mm005nsuip00bilt614tlpo!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/674b5d18ee8c550bc8941f26.jpg?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
特斯拉fsd免费体验！手把手教你快速收到推送,电车咩咩酱,https://www.xiaohongshu.com/explore/67d82b62000000001b027cb2?xsec_token=ABfCxMe4NZo4oMipplLBpLw9aRr1EHSljOXQ0cRBGWj7g=&xsec_source=pc_search,95,https://sns-webpic-qc.xhscdn.com/202503181335/a7c36d4de37398d76f04b5aca2da2900/1040g2sg31f4ph98ilu705p7i8lf1mf2qc5924pg!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31eeqgqhugc005p7i8lf1mf2q7of4tg0?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
Deepseek锐评特斯拉现状,小周特友团,https://www.xiaohongshu.com/explore/67d8f151000000001a004227?xsec_token=ABfCxMe4NZo4oMipplLBpLw2w9de0lUUL8EhQYqE2Pltc=&xsec_source=pc_search,赞,https://sns-webpic-qc.xhscdn.com/202503181335/64067086f94b092d7fd3e09a02deb4eb/notes_pre_post/1040g3k031f5hkm846m6g5pui9s83i6qkisskps0!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31f4glovm5s6g5pui9s83i6qkjepgh28?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
你们心心念念的特斯拉fsd，免费使用啦🎉,特开心,https://www.xiaohongshu.com/explore/67d7fee1000000001b03d44b?xsec_token=ABoGotwKFFnZFOA6mKVYgkLLJHWNjZSuGh3-CkWUUKiYI=&xsec_source=pc_search,142,https://sns-webpic-qc.xhscdn.com/202503181335/52ce4e1aee9c35be20e496585159121d/1040g2sg31f4g7im26i7g5p2noshnueoegimrdg0!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30ui2o4uml6005p2noshnueoe30ld428?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
阿里，英伟达、特斯拉？选哪个？,钱小虎在打盹🐯MoneyTiger,https://www.xiaohongshu.com/explore/67d180d0000000002901fb6b?xsec_token=AB2GxB1rSvoqRAKcuKe3jJYXSbSKFgSAxIvfRIlRDfZTk=&xsec_source=pc_search,63,https://sns-webpic-qc.xhscdn.com/202503181335/018e7bd817d4a7c9615141f674f5815c/1040g2sg31eu96uq1mq705pctadroh3daq9scgr8!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30tqrl0hkks005pctadroh3dao3kcufo?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
特斯拉250关键阻力位,Stella宝宝,https://www.xiaohongshu.com/explore/67d467a4000000000b0175c5?xsec_token=ABpPa30sOKON9Jzs6XCT_A-5DsZzqDpO6DR3d4VeCzo00=&xsec_source=pc_search,19,https://sns-webpic-qc.xhscdn.com/202503181335/c6fac920d636c832989e130eaab4d56a/1040g2sg31f13sinh667047dcbe3ppqlbkjbcie8!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/668eb6d69595d870d1dfb0f2.jpg?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
买特斯拉❗️这40点千万不要做❌,阿飞特友团,https://www.xiaohongshu.com/explore/67d817b7000000001b03b1e6?xsec_token=ABfCxMe4NZo4oMipplLBpLw8vl11OfjJuIzG_Eg7q1u9g=&xsec_source=pc_search,5,https://sns-webpic-qc.xhscdn.com/202503181335/cd523f467d719dae618ab7576135fa22/1040g2sg31f4n49f8modg5omh4t15bovppeaokuo!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/660bd2de3af703000136bba9.jpg?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
特斯拉车型大全,有🐳,https://www.xiaohongshu.com/explore/67c52d0e0000000009014b4b?xsec_token=ABW09C0yVH-rktke5EVEvHbgdOTAg1j42uQFiJl0_Q9PQ=&xsec_source=pc_search,64,https://sns-webpic-qc.xhscdn.com/202503181335/41b7b42e88e2f943e2f397ad1c9a400e/1040g00831ei7vqjd0k6g5nkbajig8e70aru071g!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/5e8b54e500000000010038e0.jpg?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
彻底崩了，特斯拉焕新Y跌破24万...,三口一榴莲,https://www.xiaohongshu.com/explore/67d24192000000001b03a1bb?xsec_token=ABYOeL-P4OVJho0iTfqnJOCmhcSfnMSIZo3IyABty40Rw=&xsec_source=pc_search,3,https://sns-webpic-qc.xhscdn.com/202503181335/36c0cf71736947c790e872607f121750/spectrum/1040g0k031ev0napdms005phdvem0uduv9virsmo!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo313dq9sndg6605phdvem0uduv66habio?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
在杭州 Model Y 21.8万带回家～,财神爷独生女,https://www.xiaohongshu.com/explore/67c69417000000002803475b?xsec_token=ABC6m6Kko61c065CkLZIXDbJhB2D02RewvoBb8LO9T_RQ=&xsec_source=pc_search,288,https://sns-webpic-qc.xhscdn.com/202503181335/bfc7cb65326607f206012d1adb823d8f/1040g2sg31ejjqaakgsd05ptl8ng1jh3c8f92t70!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31f1jc7qrmo6g5ptl8ng1jh3c9ea5obg?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
特斯拉用车六大通病问题你还不知道吗？,小王的特使拉,https://www.xiaohongshu.com/explore/67d2a5b6000000000603fda3?xsec_token=ABYOeL-P4OVJho0iTfqnJOCoKmoJgOZH5YtQl_Anf3ppw=&xsec_source=pc_search,4052,https://sns-webpic-qc.xhscdn.com/202503181335/60f090ce083ebc11b9240e3d710abba7/1040g2sg31evctnca6a005p7hch3h843ngs1das0!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31dap2csk0u005p7hch3h843nbebbt2o?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
美股 特斯拉 大分析 2025.3.10,今天认真学习了吗？请问自己,https://www.xiaohongshu.com/explore/67cfd89c000000000603db9b?xsec_token=ABSnFMSxL4injzGBk8-MOk4eiIaSjzgiq83NT23IEeXcs=&xsec_source=pc_search,4,https://sns-webpic-qc.xhscdn.com/202503181335/dc3123b9525de6ad350d21dd4ecb089a/notes_pre_post/1040g3k031esl210q6i105odmnc040gjl0amv048!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31eee0gr60u105odmnc040gjlm3912bg?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
Model3落地20万啦,卖特斯拉的小陈,https://www.xiaohongshu.com/explore/67c066fd000000002902e757?xsec_token=ABWQ5Ff4T16XgTJH2-UYob7I247bQ3yIRV-SwtlkJM_6Y=&xsec_source=pc_search,62,https://sns-webpic-qc.xhscdn.com/202503181335/50d3d4ee1389bfdebe17c740a4375e61/1040g2sg31edipqjb08505oupo5u9t55nep3nhig!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31brv3mk50c6g5oupo5u9t55nm8qt1g0?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
刚刚，特斯拉宣布全系降价…,电车周同学,https://www.xiaohongshu.com/explore/67d18903000000000603e3ff?xsec_token=AB2GxB1rSvoqRAKcuKe3jJYfXl3Ti-_9A4yZO0oNp0UUM=&xsec_source=pc_search,80,https://sns-webpic-qc.xhscdn.com/202503181338/341cf70cc4288a45783d188d19a069c7/notes_pre_post/1040g3k831eua0o0rm6805pnvntd7cej6ifqlclo!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31ag2go0u7g105pnvntd7cej68g43bbo?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
特斯拉股价下跌应对,我是NG哥,https://www.xiaohongshu.com/explore/67aad3da000000001801163b?xsec_token=ABLND-yNeutvahrzp_t1R9vNFStotETQ9hX6WnKJiSDME=&xsec_source=pc_search,196,https://sns-webpic-qc.xhscdn.com/202503181338/f869c4e4034c58b7856d4c801f55e6c4/notes_pre_post/1040g3k831dof6ti20m904a5091v9f4l62ld3340!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31d1iglrjgk004a5091v9f4l67i09b00?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
新款modely实物真把我丑瞎了,汽车判官,https://www.xiaohongshu.com/explore/67c9313f00000000070352d3?xsec_token=AB5vfBTd_i3ghCl5_vyCXHhUuxIzt7O5t4IrhibnHrkig=&xsec_source=pc_search,167,https://sns-webpic-qc.xhscdn.com/202503181338/b38566727279e6886b8a203865a2aa67/1040g00831em5g54p5e605p4gkrgqp7rtv8402k8!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31emmbt63lg505p4gkrgqp7rt1knahco?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
特斯拉Model3、ModelY 新老两代对比,电车网界⚡,https://www.xiaohongshu.com/explore/67937d44000000001701c8c4?xsec_token=ABNfQZEUJkqY0A2cBJctLApLG144XjTvGeulY2gzfL5FA=&xsec_source=pc_search,1182,https://sns-webpic-qc.xhscdn.com/202503181338/6e6cbadf983ef340705a4b96ef82bf3d/1040g2sg31d1n94k9gs7049jr45g8me9kkjr4aag!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo3119lijd8mo0049jr45g8me9klth17c8?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
2025款Model Y车评人不说的减配你知道吗,小特大人,https://www.xiaohongshu.com/explore/67a5cd5d000000001703bc15?xsec_token=ABaj6edD_jO_i0mFGyDteOQOcSSJaqim0Gx78Yg30Rmtg=&xsec_source=pc_search,124,https://sns-webpic-qc.xhscdn.com/202503181338/999a5e07ea90fda3b7ed5dd0e59931cd/1040g00831djjhv7vh0205pjg65fhok3adalqfao!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/645b7f6e338379fac1893093.jpg?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
试驾了特斯拉model3，小红书网友说的都对,逐梦鉴途,https://www.xiaohongshu.com/explore/67cd2e2e000000000602a582?xsec_token=ABYjtyj1O_jhh77R_q1VQwxCIOpYI92l0g-cUzRio0bT8=&xsec_source=pc_search,87,https://sns-webpic-qc.xhscdn.com/202503181338/2ebbb20eef8d2c9958acf40970e70166/1040g00831eq242mqma005p79nsgg9n2vqism1k8!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31cdabkls10005p79nsgg9n2vu2493t0?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
特斯拉订完车要在家夹着尾巴做人了,七柒,https://www.xiaohongshu.com/explore/67ce9be8000000000d016547?xsec_token=ABR_M2NSVyL1pKIpTgxRBad90ZC2gkceuk9x_S_vTmPmk=&xsec_source=pc_search,2,https://sns-webpic-qc.xhscdn.com/202503181338/5a68b479b8f56c026dc110154aed8f08/1040g00831erel3uqma6g5p7oh411m6mdjkvpnfo!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo316il7ii4ha6g5p7oh411m6mdt0dld10?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
破防了，特斯拉焕新Y.免息提车咯，哈哈哈,牛仔说车,https://www.xiaohongshu.com/explore/67b851240000000029009c70?xsec_token=ABZWywnRmduVbNQ5LnFP6nXEG5hixRDQiq8ipzGaeYz68=&xsec_source=pc_search,44,https://sns-webpic-qc.xhscdn.com/202503181338/239789d1ddaf1412dcf80f1f37aedcd8/1040g2sg31e5m4nh9gc6g5pgialr0u2oj7amobdo!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo3119j6s9tmc6g5pgialr0u2oj56pgjhg?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
