title,author,full_link,like_count,cover_pic,author_img
希望大数据推给更多需要的人！,耀时光狗粮厂,https://www.xiaohongshu.com/explore/67b82e22000000000603e41f?xsec_token=ABZWywnRmduVbNQ5LnFP6nXHaRZcuAl1bFucPPAnFlLgA=&xsec_source=pc_search,31,https://sns-webpic-qc.xhscdn.com/202503202259/3891549769168df68366d87265f00948/1040g2sg31engq3ocmg6g5nee683g8343cafj5dg!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31ep9ekul6a6g5nee683g83434s8qui0?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
狗粮版：deepseek和我锐评国产前五推荐狗粮,狗子哥宠物,https://www.xiaohongshu.com/explore/67bde73b000000002903d7df?xsec_token=ABIWDeJgMfyyLpeIGMQfh5gqxetbAWS1OySzcduIPgUuw=&xsec_source=pc_search,42,https://sns-webpic-qc.xhscdn.com/202503202259/758780bc6b1cd9758c145690019df526/spectrum/1040g0k031eb49bke16004bfuorr919ajlvncepo!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/61237206262b3055dd6dc222.jpg?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
感谢大家的鼓励，半张的肉哆哆狗粮又回来了！,小狗厨房,https://www.xiaohongshu.com/explore/66971f44000000000a005d46?xsec_token=AB_C9_SECKyDiw2wCqbX6ozI72bgtsErSSt8HeAzx42aU=&xsec_source=pc_search,1566,https://sns-webpic-qc.xhscdn.com/202503202259/12755585baf57c1e38937c1a6ea42e30/1040g008315gmj88j0u005oho78240ruhre9pf2g!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31b6a6arknm005oho78240ruhbf8vrso?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
12月抖平台狗粮销量榜单top50,进口饲料登记京元,https://www.xiaohongshu.com/explore/6788c9480000000016023016?xsec_token=ABaSRkUm-wKAbFJrL5BvO7Br1xs9vNkrP0yIb-a5oxslE=&xsec_source=pc_search,18,https://sns-webpic-qc.xhscdn.com/202503202259/8c85f0b344d6e8d0e4e4639f7e989e80/1040g2sg31cn8q2urgu005on3igcnoukj9ur0js8!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/645457fbe53d432542920cdb.jpg?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
想要狗长寿就不要喂狗粮,我的狗叫花菜的店,https://www.xiaohongshu.com/explore/66d357bc000000001f038f29?xsec_token=ABCbWbhi0WkD9lmC60DnIw3FyXDyumZO3l2XFm0KKZGVw=&xsec_source=pc_search,608,https://sns-webpic-qc.xhscdn.com/202503202259/f33c95853ebc580d3b0d5f0555381b52/1040g2sg3175s5e673q7g5pfg2boh9mki3a3bmuo!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo317492sq0k6005pfg2boh9mki39i4th8?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
澳洲狗糧排行榜&評分網,Winnie🌼,https://www.xiaohongshu.com/explore/679ce554000000002902d7b6?xsec_token=ABfW5tT09fY6DaUxdjAQKsXAcRqN_ExO_GwgmImiXKp-g=&xsec_source=pc_search,244,https://sns-webpic-qc.xhscdn.com/202503202259/c57f41ec82da578c28bb9be614ec00b6/1040g00831dat7fsl0s005pdfj7750m1pp3s0550!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31do787i2gm005pdfj7750m1pcsq8g8o?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
买哪个啊家人们,Q@Q,https://www.xiaohongshu.com/explore/66d91c24000000000c0197b6?xsec_token=AB3Pku26g76mmFQ5KuPumo4W0Ip9r9OisfZkQ-asDzdsQ=&xsec_source=pc_search,666,https://sns-webpic-qc.xhscdn.com/202503202259/51c606b9c9092799218eff5dda37fdfa/1040g008317bmto60go6g5ohkcbpk15leqqsijdo!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/636e0bfed20e8469b3b56ff8.jpg?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
选狗粮一定要看❗️超详细的攻略来啦🐶,罗布是哥哥吖,https://www.xiaohongshu.com/explore/64c66f39000000000a01a332?xsec_token=ABLiqdaLFotEYNbjrfqC-XIidTnNebv7Oo4o33jzMqFqE=&xsec_source=pc_search,1895,https://sns-webpic-qc.xhscdn.com/202503202259/e9bb241494777e7b158ef38ced95221e/1040g00830n5iojl9lc005omd2ru0gelicmecmt0!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/63b17b73154e208e855729fd.jpg?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
自制狗饭详细教程❗省钱营养狗粮鲜食❗熟自制,小熊富贵儿,https://www.xiaohongshu.com/explore/65265ca4000000001a02145d?xsec_token=AB5j647zcnqdUFnfzNRQWAuZsGSP5TJVCfb07FiUvlJwI=&xsec_source=pc_search,2.3万,https://sns-webpic-qc.xhscdn.com/202503202259/079ab0c9278c1326a19e3dd9d7fd20cb/1040g00830q351lad7k004a4bnccccotobdi3uug!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/646d5cb5ac60cdeaa02c215b.jpg?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
山姆狗粮 真够可以的！,泡泡小盆友,https://www.xiaohongshu.com/explore/65e28c39000000000102a113?xsec_token=AB_2pI16NgQ5Vb-ipxNETPoBh9LKD-yO4Ofz7gWPO155Y=&xsec_source=pc_search,606,https://sns-webpic-qc.xhscdn.com/202503202259/49e73f0cf2b4ead4644683e565b9a27d/1040g2sg30vqs7kvv600g5ofihpjk0jt4rk7v9ao!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/62835c2fe3cab38e070c14fc.jpg?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
还没选好狗粮，试了布兰德软便,Li,https://www.xiaohongshu.com/explore/65295c04000000001f004711?xsec_token=ABt8lHtOXGItq--q1in-EZOfx8lb3A1fhnJp5V-RZyjuA=&xsec_source=pc_search,822,https://sns-webpic-qc.xhscdn.com/202503202259/47ba27a1f23232f84871cd56814b7ef1/1040g00830q62n85hnm604a4519qik7tmk20oto0!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/5abf752a11be1003999f1fb6.jpg?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
想要一款性价比高又靠谱的狗粮,欧巧宠物食品店,https://www.xiaohongshu.com/explore/67769197000000000902d4a7?xsec_token=ABJ0VcdM_7kL8-vM9GYktKz3lCvMybB7FJsYflK7wHGgs=&xsec_source=pc_search,405,https://sns-webpic-qc.xhscdn.com/202503202259/f51bb72de2abe3bcd9623aa53a7bd4fb/1040g2sg31c5fgg160e005noj3fv0bqn7cjqcjug!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31ckn423j080g5noj3fv0bqn76kdi7tg?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
315狗粮结果来了,犹它部落,https://www.xiaohongshu.com/explore/65f7f450000000001203055f?xsec_token=ABGr1iE53OchfGyVB9y-MgnSoegEvMEc0R8HwYLfoNPi4=&xsec_source=pc_search,1997,https://sns-webpic-qc.xhscdn.com/202503202259/6b9770763b059ac313eb0da9849d6a16/1040g008310fqq58lmm505nf16cvg827a6m9cqd0!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/64bc92e9bab61e0001714908.jpg?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
信手鲜来！懒人养狗的救星！,信手鲜来FreshCome,https://www.xiaohongshu.com/explore/67aa0cc00000000018008e8d?xsec_token=ABLND-yNeutvahrzp_t1R9vAUdfT1MbfcU4st0cQofEQo=&xsec_source=pc_search,204,https://sns-webpic-qc.xhscdn.com/202503202259/618c8a44b1b05ada324268400edddaef/1040g2sg31dno9jhpgu704b626pgv55gufinusn0!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31ch0ir1k0m0g4b626pgv55gua6ekmmo?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
性价比高的狗粮！！吃过的都知道,欧巧宠物食品店,https://www.xiaohongshu.com/explore/6768c22800000000140201fc?xsec_token=ABdBdHDAtoEnc2lRevkXjWC_z0Wyw6LoPwCAtAHm95KJk=&xsec_source=pc_search,21,https://sns-webpic-qc.xhscdn.com/202503202259/36d774fce75e13bbecd89e74f9832f17/1040g00831bnvu6og0e005noj3fv0bqn7pr95qo8!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31ckn423j080g5noj3fv0bqn76kdi7tg?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
狗粮最大的骗局,鹏哥养犬问答（犹它部落）,https://www.xiaohongshu.com/explore/65c19a6e000000002d0031a2?xsec_token=ABpLnqzkBD8FTTIDuStE0E5aQBQloxFbochAew6XWZMUk=&xsec_source=pc_search,61,https://sns-webpic-qc.xhscdn.com/202503202259/69b560de004e1f9575cda1ef8ca0cd52/1040g00830uqob0cu546g5p3gevgpej33cau25dg!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1000g2jo2q0l038uk60605p3gevgpej3360bsgc8?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
自家挑食狗狗吃！不要广！求建议,橙汁,https://www.xiaohongshu.com/explore/67835ffa000000002002abc9?xsec_token=ABAR2klkOAq5_ZJADYHnKl9b0Z0GUurWn-yH9WwpO1gVo=&xsec_source=pc_search,62,https://sns-webpic-qc.xhscdn.com/202503202259/7c82bddc029046a701a3e8b5971e2b7b/1040g2sg31chvmnjngc705n67ncrls9qlpboh58o!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo319idgt946o005n67ncrls9ql0baoc50?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
不要再看配料表买狗粮了！,犹它部落,https://www.xiaohongshu.com/explore/65e04064000000000b020e1e?xsec_token=ABatl0jINlZcUHKBYy386Ro1NYPO-9skATSes2ENpGqek=&xsec_source=pc_search,58,https://sns-webpic-qc.xhscdn.com/202503202259/10a951b70e2cdd3febc7a32c61e6bdc1/1040g00830vom3bnjlu605nf16cvg827af2s1e40!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/64bc92e9bab61e0001714908.jpg?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
山姆总算又上一款大牌进口狗粮now，价格不错,winer,https://www.xiaohongshu.com/explore/6633493d000000001e038d4e?xsec_token=AB8iH3ThkG0VqvjaOrBVBHbpsdKlah3dG_Ms_kNvw1AlE=&xsec_source=pc_search,157,https://sns-webpic-qc.xhscdn.com/202503202259/da47efc7628355b4d498da003fc5183d/1040g0083129o783q5a1g5o2pn6sg9f4imq2jfko!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/63f8a2ccaa57c28f569db73d.jpg?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
99元18斤，糗糗全新狗粮上新。,糗糗庄园,https://www.xiaohongshu.com/explore/675462d9000000000102902c?xsec_token=ABoqj5wg4qRb6teQVX83uCEw3IZkCv4Zj1-Ed1hWdjRt4=&xsec_source=pc_search,148,https://sns-webpic-qc.xhscdn.com/202503202259/c40e38bbb12904b306a7b62b7ea561cb/1040g2sg31b42vvng6m1g5o29kvu086gm96grhso!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/60ebb364930bba000149f227.jpg?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
自制狗粮,李小鱼爱生活,https://www.xiaohongshu.com/explore/67022d48000000001902de6c?xsec_token=AB8jwHM2H7NN5YqK7dDRWLG-gdNUnuEm0_OVYZxQhV6qs=&xsec_source=pc_search,3114,https://sns-webpic-qc.xhscdn.com/202503202259/e4a9ac7865b642e51f4eb0b8bc9514e5/1040g2sg318jq8mm6jq704at5janjl237cgrdejo!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30vedv8num20g5n56tdslsaaket8n7t0?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
狗粮真的不是越贵越好！！,欧巧宠物食品店,https://www.xiaohongshu.com/explore/66e12b45000000000c01ac3b?xsec_token=ABkjg1VczPh8gqFdYftmiJw8HeDXty4TgBtlkVtmdcW7o=&xsec_source=pc_search,263,https://sns-webpic-qc.xhscdn.com/202503202259/a0261627719c84aea0ab44b1f4a6aa88/1040g008317jioqu20o005noj3fv0bqn71ds9fto!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31ckn423j080g5noj3fv0bqn76kdi7tg?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
拒绝毒狗粮|给半挂柯基做二十斤减肥餐,洛基爱干饭,https://www.xiaohongshu.com/explore/670684e0000000001b020e82?xsec_token=ABTNyOtPVwB0F_Etpx0B5B0E_5QSgxaMtoJ0_oujPtx68=&xsec_source=pc_search,1.7万,https://sns-webpic-qc.xhscdn.com/202503202259/94da8caf53ef14229b18ff4af8510a65/110/0/01e706847e6b53300010000000019271759779_0.jpg!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo317v9h6k2ju004908csob08a5auopjq8?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
比乐15KG 230 防伪可查 无痕代发,小然宠物,https://www.xiaohongshu.com/explore/65f57caf000000000d00c4e0?xsec_token=ABiLg29F6kBKLGBRjdAzjjaVz8W_Dbsw0cQbe8vr05ODw=&xsec_source=pc_search,109,https://sns-webpic-qc.xhscdn.com/202503202259/de92e5a75e2596b7eba78ea83e88ca9c/1040g008310ddmrcr6a6g5pbvph0fehed76rehvg!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30sui2vjb3u605pbvph0fehed1mtrll0?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
618大促不盲从！教你3招选优质狗粮/猫粮,Jin,https://www.xiaohongshu.com/explore/66542d320000000015010c74?xsec_token=ABfP9AhhTgWbVCTvZYr2XBPE88h84EbBPfa50n7SabTYU=&xsec_source=pc_search,4273,https://sns-webpic-qc.xhscdn.com/202503202259/647dda2336c564a0a26a2c18d47aec16/1040g0083139sobds06704a5ldkjk84faglc6fj0!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31223njl3ji004a5ldkjk84fag8i111o?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
推荐一款回购6次的平价狗粮,猛犬俱乐部,https://www.xiaohongshu.com/explore/66880947000000001e010a91?xsec_token=ABEjnGf3xoHyAzXcGkSEkpyPCPaukhayFKjrARiYkCc0g=&xsec_source=pc_search,240,https://sns-webpic-qc.xhscdn.com/202503202259/0edd914f754884b1965eb15efd3dae1a/1040g2sg314sfa0400k4g5nu0tb9gbpllrc701n8!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1000g2jo2qcnlag0js0005nu0tb9gbpllo03dn8g?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
新手养狗之狗粮吃多少,咪咪的世界,https://www.xiaohongshu.com/explore/6660f256000000001303d46a?xsec_token=ABsNhH9QmDYYlttw9uKeb5cjp774KZLCSdHkHvEBVJYDA=&xsec_source=pc_search,2577,https://sns-webpic-qc.xhscdn.com/202503202259/693b3aca7967faf1808ad3f8463203ce/1040g2sg313mbqebahm7049hnb99e2s6mu984010!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31131imae6k105o9s6r1gje6vfjesqg0?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
狗狗一直吃狗粮，像人一直吃方便面一样,智遇の私厨,https://www.xiaohongshu.com/explore/664892570000000015013765?xsec_token=ABXPqL9AST2kPwhPM3jkWlpt9ATrW6fqoukfcSQ58a_Cw=&xsec_source=pc_search,952,https://sns-webpic-qc.xhscdn.com/202503202259/a027d1c8b0e3e6511ec4724dea8e0440/1040g2sg312ui373gli705olr32t6sp384u4bf6g!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30rgel85rho005olr32t6sp384trdlt0?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
国产狗粮很可怕！里面放了泥巴沙子和锯末！,🌸卜晶🌸,https://www.xiaohongshu.com/explore/66bb083500000000050224b4?xsec_token=ABr8BFyPvHUMAm7EjZffWBc-R65e4KP6_Zg6Mn2FvS8po=&xsec_source=pc_search,260,https://sns-webpic-qc.xhscdn.com/202503202259/e3293c45e7cf5abf307c6c6ccb6703b9/1040g008316eavqetio0g5nh8bt7g8i1u99bpub0!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/608d42189ae7319f7674279e.jpg?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
平价狗粮天花板⚠️中大型犬天菜狗粮双11必囤,猛犬俱乐部,https://www.xiaohongshu.com/explore/653e5d94000000001f007472?xsec_token=ABfjDp4FiPgS-lF2luNfP5GDgnb4XWBDRPXsz3R7-pfRM=&xsec_source=pc_search,881,https://sns-webpic-qc.xhscdn.com/202503202259/b42e36d490a3429bd47b1f401d57aa0b/1040g00830qqj5bk20i005nu0tb9gbpllce59cs0!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1000g2jo2qcnlag0js0005nu0tb9gbpllo03dn8g?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
不懂就问，自制品牌你凭什么卖268？,Sim-小虎伢x,https://www.xiaohongshu.com/explore/65df0d84000000000b00f785?xsec_token=ABE1EUuIiqq2f13YJZnmXNKRZZslQPc_s08Tq97IMxMRY=&xsec_source=pc_search,192,https://sns-webpic-qc.xhscdn.com/202503202301/36437558199b363c687790833fea6e81/1040g2sg30vngkjjqm0005njipvp08t6gc4ebfi8!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/66aba18568c7f3d94e42780d.jpg?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
狗粮骗局,犹它部落,https://www.xiaohongshu.com/explore/6610a95c000000001b012c46?xsec_token=ABefZPDo8y--n-BTu688f-fUPYopABXB8Q6ayJYPwcSDk=&xsec_source=pc_search,55,https://sns-webpic-qc.xhscdn.com/202503202301/442bbc88ce57c9ca9a8b7e2b1cf22c92/1040g2sg3117utcl4mm5g5nf16cvg827ad7avnt8!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/64bc92e9bab61e0001714908.jpg?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
用选股票的思路选狗粮……,不会吃掉你的,https://www.xiaohongshu.com/explore/67035f25000000001902de5d?xsec_token=ABKdjSmXl-Y6dJhFIy-EikQADlZPn-2tiHfm4ugOI9Qa4=&xsec_source=pc_search,216,https://sns-webpic-qc.xhscdn.com/202503202301/edab017704698889f26b03bc4f95f56c/1040g00831cgmev50g80040ovbh0iaa0gih90gk0!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/648f0a5c72b29c44bd197ecd.jpg?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
一款性价比高的平价鲜肉狗粮💖没有中间商,猛犬俱乐部,https://www.xiaohongshu.com/explore/666f9c800000000006007d5c?xsec_token=ABOJfIjpL7LKNyPpaPYjgOANaNV-ra1SPT77ZKgIdAMKA=&xsec_source=pc_search,55,https://sns-webpic-qc.xhscdn.com/202503202301/cc9874496cf86990a7ab15bd6db8ae9e/1040g0083144m34ithg005nu0tb9gbpll49enl50!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1000g2jo2qcnlag0js0005nu0tb9gbpllo03dn8g?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
胖东来都卖什么狗粮猫粮,池棠,https://www.xiaohongshu.com/explore/67623a980000000014023f99?xsec_token=AB0XlJ9MquOfd_iWOCFCoj-rd1StNV29Ce0W5otrt1Okk=&xsec_source=pc_search,157,https://sns-webpic-qc.xhscdn.com/202503202301/79ce7c5404fe56835fe47203f065bcb1/1040g00831bhjsdvu0k005n7gn8ulpotrqti04p0!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo317eo9qvs3u0g5n7gn8ulpotr3jgs4c0?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
