title,author,full_link,like_count,cover_pic,author_img
答应我‼️有烤箱的一定要试试这个牛奶面包,柒柒妈妈,https://www.xiaohongshu.com/explore/66d3075e000000001f01f58a?xsec_token=ABCbWbhi0WkD9lmC60DnIw3IDCQ1aPXNlq028wB9THSdo=&xsec_source=pc_search,1372,https://sns-webpic-qc.xhscdn.com/202503171344/e32382ded37ba04a0fc661906afc8412/1040g0083175oshjo3q005o266p4g9ej0nrcimp8!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30op18gefj4105o266p4g9ej0dj9m6so?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
一次就成功的吐司🍞,一根甜玉米,https://www.xiaohongshu.com/explore/6718e671000000001402c92c?xsec_token=AB0438TtaGgXGwiruh7tBCikQEQ0sWY7CB0GLGS8ykdpU=&xsec_source=pc_search,8233,https://sns-webpic-qc.xhscdn.com/202503171344/c4fd3dedcdc3754bef5accd0718ad217/1040g2sg319kg9m25ng905po6mdq7e1gmnvuf7b8!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31b97ts0e7m005po6mdq7e1gmjq4jms0?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
B&C让你们疯狂的大绿袋子我扛上了,北京LOOK小分队,https://www.xiaohongshu.com/explore/6661a8790000000006005e08?xsec_token=ABrVfVvqZX3FRcwAL7_5UC1VnGBRU2B1fWD6YWjbZS2OI=&xsec_source=pc_search,2496,https://sns-webpic-qc.xhscdn.com/202503171344/9fc8dfe5a2c34ed24c1cd37870513aa6/1040g2sg313n21lami6dg5n3nevikjsmnh74bgm8!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30re16qav1e505n3nevikjsmnqm85ogg?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
不用模具✅一次可以做4种口味小吐司拼盘🔥,cathy🌸,https://www.xiaohongshu.com/explore/660130c70000000013025c7c?xsec_token=AB_xh1PxbSXeoZvTwPUAuWc1jgJCN9QHs_tLywLZX6IrQ=&xsec_source=pc_search,1.4万,https://sns-webpic-qc.xhscdn.com/202503171344/647ef7cfc32458cd2e3d7676fa7b03cc/1040g008310orcn7imi0049lf4niou20o52p3vf0!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30tqgfb9m4s0049lf4niou20oqftnlsg?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
花5000学的吐司配方，不看扔了😐,蛋糕幻想师,https://www.xiaohongshu.com/explore/660d40e2000000001a0151d2?xsec_token=ABti1r3VQmSa6zdZikJ2G2vYOFp5r9COeVF2XyrraHY2A=&xsec_source=pc_search,2369,https://sns-webpic-qc.xhscdn.com/202503171344/ca4366c4eab2946dc64a3214c041925b/1040g2sg3114kd8hnmg6g5pfsrv12uaj2n7563k8!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo312eto9kn1k605pfsrv12uaj2qk6ka7o?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
奇多市面包节开始之前！请务必刷到我！,Chu Chu Chili,https://www.xiaohongshu.com/explore/67d100a20000000009038c53?xsec_token=AB2GxB1rSvoqRAKcuKe3jJYfbStojPrPCohT2_E_rpkG0=&xsec_source=pc_search,51,https://sns-webpic-qc.xhscdn.com/202503171344/9cf967f6fcb6642b03e3bc1bdca2ddc1/1040g2sg31etof90j6icg44rit212ucrm5ilq9n0!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31e984b3hgsdg44rit212ucrmjbi693g?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
经典面包图鉴，从酥脆到软萌一口吃遍全球✨,食尚探奇,https://www.xiaohongshu.com/explore/67cc502600000000070368c3?xsec_token=ABBZs6I09FZCTBPU_Nm2sd2Gq85en7vo5oxwnZGBXH2k0=&xsec_source=pc_search,15,https://sns-webpic-qc.xhscdn.com/202503171344/b1a19984303013398f4b05712248ff53/spectrum/1040g34o31ep6udfjm00g5obp5cbgj3dql4vamo8!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo311rd4un974605obp5cbgj3dqd8hfe8g?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
Jegge吃过8000+面包，吐血整理的中国烘焙榜,杰哥聊烘焙,https://www.xiaohongshu.com/explore/67ca5ca90000000007034948?xsec_token=AB1vgi9MNt1T2YkruJUKyt8mB8bneNxcSVnVRKLQ8gBvA=&xsec_source=pc_search,608,https://sns-webpic-qc.xhscdn.com/202503171344/694ed8b1430718777314277f4470ee28/1040g00831eq2ud38665043nl90jg5gft5oe62s0!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo319l7lsc3n25043nl90jg5gftjhkf5f0?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
北京荟聚🥖面包脑袋天天开吃的面包店合集‼️,不吃肥肉肉,https://www.xiaohongshu.com/explore/67d2514b000000001e008a0f?xsec_token=ABYOeL-P4OVJho0iTfqnJOCuYR_p68Kv9fELoL5ebLtH0=&xsec_source=pc_search,35,https://sns-webpic-qc.xhscdn.com/202503171344/f2900d4302a57a1b4a01fc8b01cdf79d/notes_pre_post/1040g3k831ev1jjr1lu1g5oodrr13op42o17svno!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo315r3blsf0s6g5oodrr13op42ocd6cs8?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
原创独家：什么是好面包-面包推荐,Cindy老师-NASM营养教练,https://www.xiaohongshu.com/explore/66f6ec67000000001902f57f?xsec_token=ABvni4X-zEXbA7dARMWc2G6vl04GDC8qkZdyYwFpM-bV8=&xsec_source=pc_search,878,https://sns-webpic-qc.xhscdn.com/202503171344/0ccec410a03eb2b7c621c46b02d628e1/1040g0083188qj73m0s005oontmfkhgu5nkommm0!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/661c1e30ec8f5c985e80acc8.jpg?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
一次发酵❗️云朵☁️牛奶小面包❗️柔软拉丝,小明妈咪,https://www.xiaohongshu.com/explore/65b3a59b000000002c014480?xsec_token=ABuej9Ocbk_w-60-VlxYbb9lbadmfRrQcFM5YbJJ1QUk8=&xsec_source=pc_search,5776,https://sns-webpic-qc.xhscdn.com/202503171344/1bef632d69bbd583bd0244c45901b4eb/1040g00830ud46k4vla105okm52k8cvn8iikg6ao!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1000g2jo2hivkq02iu05g5okm52k8cvn8aekto0o?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
九款好吃面包做法合集‼️烘培小白轻松完成✅,屁屁妈🍊,https://www.xiaohongshu.com/explore/64fc2317000000001d016d77?xsec_token=ABybSPKagbCrCVLS0OpXTX_ibO2WE8b4yk8g_V096t3Fg=&xsec_source=pc_search,3万,https://sns-webpic-qc.xhscdn.com/202503171344/c9daa140be5ff8ae8d495fa486c5f5a9/1040g00830optgqec3a005noo7qtg9e6rklrefe8!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo313tki0epic005noo7qtg9e6r3s5f0ao?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
vlog🍞｜面包机一键出软吐司，有手就会～,一根甜玉米,https://www.xiaohongshu.com/explore/679ddea400000000180083df?xsec_token=ABlp2lS91g8WF7F2o3ue72fsr6dqEOJbOJs9PsmR9crnU=&xsec_source=pc_search,1743,https://sns-webpic-qc.xhscdn.com/202503171344/e8490c0d2890a3e75e07b7b5d69a7bab/1040g00831dbrk6870k005po6mdq7e1gmn4nifno!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31b97ts0e7m005po6mdq7e1gmjq4jms0?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
2025朝阳公园🍞北京面包节 听劝🧾！！,单眼皮月半丁,https://www.xiaohongshu.com/explore/67cfaedf000000000302b73c?xsec_token=ABSnFMSxL4injzGBk8-MOk4Sq05gM7WFnIrhHwNEaUcc4=&xsec_source=pc_search,950,https://sns-webpic-qc.xhscdn.com/202503171344/0fb2ff222bdbca7c6233cc59d1b0c646/1040g00831esgahtd6o0040um9d0uh9aajpb8chg!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/6192168138ed757b04167e9d.jpg?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
面包脑袋认可的北京Top1健康面包店,Cynthia Travelling,https://www.xiaohongshu.com/explore/66469f95000000001e01ff06?xsec_token=ABfropxKCf87XDZuqA_rsmzmuz_fe5Z5-JcOb3XOYt2ww=&xsec_source=pc_search,197,https://sns-webpic-qc.xhscdn.com/202503171344/9bab277f5cd12321d8a48232fa3e12bc/1040g008312sl6so9le005n23988hgon4uldncfg!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo3191mtb4gla005n23988hgon4csbbf1o?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
巨好吃🌟墨西哥Bolillo脆皮面包~简单手揉,小鹿和她的厨房,https://www.xiaohongshu.com/explore/65b0755c000000002c01581d?xsec_token=ABZEAFPZj739i_GOlUb5xSKTM5Sv2gStlozH12kWb4UTI=&xsec_source=pc_search,8783,https://sns-webpic-qc.xhscdn.com/202503171344/a394aace71db826ecce0fa87e651483c/1040g00830ua0i4u4le505ocm1un40saase3i07o!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo316ofv4lo3e005ocm1un40saa89v0bkg?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
每周必做的牛奶面包卷，放三天都软‼️,爱做面包的夏天,https://www.xiaohongshu.com/explore/65757ff1000000003a009e12?xsec_token=ABRvmAGpsOz3BRzNwHIeSzZwO1pdB6i1EH9LoOocSmtPg=&xsec_source=pc_search,1.8万,https://sns-webpic-qc.xhscdn.com/202503171344/fd547fc4cca89fbc8fb141db4c336af3/1040g2sg30tjc35cnkk004aboon3daa3les1iti0!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo310oi7nmlme004aboon3daa3l7vn09qg?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
面包脑袋集合👀2025北京面包节来啦！,北京玩乐去哪儿,https://www.xiaohongshu.com/explore/67c168670000000029027eb2?xsec_token=ABgWbz5TnVtUs4RD6IlL7scNZNhFJGq6k8cVu6BhOfK00=&xsec_source=pc_search,947,https://sns-webpic-qc.xhscdn.com/202503171344/46a42d1f1b4538e8a57c391410b306ce/spectrum/1040g34o31eei5ophge1g5pfg2ufjck66234flso!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo310ac7f966m505pfg2ufjck66m11eu5g?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
京城拿破仑界封神级存在‼️1983面包坊,高中生物小霸王,https://www.xiaohongshu.com/explore/67bee49e0000000029012a51?xsec_token=ABDJX76ctL-3PhQCRXsycbil_leqw_L_8bmSV0fiRg9x0=&xsec_source=pc_search,30,https://sns-webpic-qc.xhscdn.com/202503171344/675d8039f1431ac7c3e3fad2e77a8b07/1040g2sg31ec3kciigecg5p5m3fa57kcm0ght46o!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31b92qisl7q405p5m3fa57kcmeh53rn0?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
奶香早餐包 | 最简单的面包,乐焙,https://www.xiaohongshu.com/explore/654af995000000002202ef9a?xsec_token=AB7cG4JdvlVwyAU33Y0DX1Iv8IGOgbUU5q2MFOPzrA9M8=&xsec_source=pc_search,6654,https://sns-webpic-qc.xhscdn.com/202503171344/5362628948d4204d5772a73851b95fb7/1040g00830r6t6o8aha004a4khhfmdppiuhbat4o!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo316oqdo6bk0004a4khhfmdppiouj5ls8?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
北京3月市集汇总！好玩的活动可真多啊啊啊🔥,北京周末去哪,https://www.xiaohongshu.com/explore/67c7feee000000002a00d88e?xsec_token=ABOP8_oppRZTQ7nJyJhruvj2407tGwSaU_lmR_4helEx8=&xsec_source=pc_search,1194,https://sns-webpic-qc.xhscdn.com/202503171344/fe16a3c388b6856902af4ca86f3ff640/1040g00831el03ih44s005ng853e08fnkmqdn8j0!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/6320a1a8f49aab4b97cfd950.jpg?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
12M+辅食｜奶香面包｜松软拉丝巨好吃～,M1GE,https://www.xiaohongshu.com/explore/6688f33d000000001e012b43?xsec_token=ABEjnGf3xoHyAzXcGkSEkpyPf1NMpyMUZ6PXEx_tM7deo=&xsec_source=pc_search,1487,https://sns-webpic-qc.xhscdn.com/202503171344/9feb759982eae535be234e2467dcbd57/1040g008314td3opphc4g5otc56m9gi1mho9g90o!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/5f5a7728b50f72000130220d.jpg?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
北京❗️3月奇多市面包节‼️面包脑袋逛吃清单,熊是是,https://www.xiaohongshu.com/explore/67cfbc6d000000000703648a?xsec_token=ABSnFMSxL4injzGBk8-MOk4WjQrC9mT6RhZyNG-a2MVLM=&xsec_source=pc_search,98,https://sns-webpic-qc.xhscdn.com/202503171344/3dd62c7ff8c6f1a3a4a8e52b2f1f0088/notes_pre_post/1040g3k031eshvecmma0040o29gq8d2nsuv2ptmo!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/635d4025382c9a926d2eaa54.jpg?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
老外编辑们回购的牛角面包们🥐,thebeijinger中文版,https://www.xiaohongshu.com/explore/67bed59c0000000029017654?xsec_token=ABDJX76ctL-3PhQCRXsycbiiHw2dMMQHBszkXR2o0cQm4=&xsec_source=pc_search,16,https://sns-webpic-qc.xhscdn.com/202503171346/74a4426b34598b9ece60f3097c25ef1c/notes_pre_post/1040g3k031ec1j6odgs005nm6jaq08n7mi5a7f00!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31cn3gk8c0k005nm6jaq08n7mkr36ud8?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
2025北京面包节哪些值得买？想去的存下吧❗,梅子酱和你🍓,https://www.xiaohongshu.com/explore/67d100a100000000290307a7?xsec_token=AB2GxB1rSvoqRAKcuKe3jJYT8wGRCE0NjN5hrISFrJ2Xo=&xsec_source=pc_search,281,https://sns-webpic-qc.xhscdn.com/202503171346/7cd1c602424fc451ce33e8441419e52b/1040g2sg31etphnhrm6dg5nl81a4g84fuihfkk1o!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/6273cc73b445b1f4e4061fcf.jpg?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
128元的黑山吐司，凭什么卖这么贵❓,Haloyingli是小薇,https://www.xiaohongshu.com/explore/666902b3000000001c02309d?xsec_token=AB_nyYi7U2C90vDWYrQifsEPRo3kmdJ-42oPsqzccUIhg=&xsec_source=pc_search,183,https://sns-webpic-qc.xhscdn.com/202503171346/6f77b338def24100b40da5057a561d43/1040g2sg313u7qc3aho7040snttnucj3g84j2omo!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo313mimklvhk0040snttnucj3g09168fo?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
打卡欧兰面包厂，发现3家宝藏工厂店,蒙蒙姐姐,https://www.xiaohongshu.com/explore/67c47645000000002901a054?xsec_token=ABtyeqc4WktsJijnM0uqOIVeSvDvzePylEJ_5Kv58HFw8=&xsec_source=pc_search,66,https://sns-webpic-qc.xhscdn.com/202503171346/4528eb7d184e28273f2c7b1c03fb8ce7/1040g00831eifqsdu0k0g5odq3b2k0vvv8613fl0!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31eh7aop20k6g5odq3b2k0vvviknad9o?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
终于悟了，原来蓝带的土司配方值钱是因为..,柏柏云选,https://www.xiaohongshu.com/explore/668d4c80000000002500034c?xsec_token=AByLjNaNyMSS0HCCQA4DHHMqv0IZm2qsJaXRz5l_FiI_c=&xsec_source=pc_search,1832,https://sns-webpic-qc.xhscdn.com/202503171346/509d216a5650c0dd3c504040f73b5f19/1040g2sg31512jsej0m505pf2gekiu41s22lfaf8!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31b7moiu47i605pf2gekiu41sl728l10?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
超好吃的牛角包，原来这么简单，搅一搅就完成,添添天天吃什么,https://www.xiaohongshu.com/explore/66249d5a0000000001031bbc?xsec_token=ABcVru2UsCWxW-WpcIAK5E8nucYFseUrE2-f4uZQTK0bc=&xsec_source=pc_search,9万,https://sns-webpic-qc.xhscdn.com/202503171346/9e840936a8a8c08cde3edca637e8eaf7/1040g008311red4o6n0005n0ssd8hegp1bht4g50!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30uh14rvv5g005n0ssd8hegp138tqjo8?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
全球面包合集！面包脑袋吃过哪些❓,BakerBakery烘焙家,https://www.xiaohongshu.com/explore/671f0cfa0000000026035fac?xsec_token=ABM4M3vdSOi2-5YH4uacjVvePX9up88zeuFysqap-pv1E=&xsec_source=pc_search,2083,https://sns-webpic-qc.xhscdn.com/202503171346/aceabb842e7c686bc28060eeb46a2b98/1040g2sg319g0iffa6cdg5novjb8g9658dhel5jo!nc_n_webp_mw_1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo317v7jggf4a005novjb8g9658hi9vdto?imageView2/2/w/80/format/jpg?imageView2/2/w/60/format/webp|imageMogr2/strip
